bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-01_T1w	0.4020245007527256	3.336668568610488	0.5213253125459149	1881.7314453125	3.617093333333333	3.64891	3.47628	3.72609	0.20808246455953022	0.4319332047462405	0.3599843306942293	1.608256220817566	0.4583247661590575	0.0	0.004599869647631978	25.10414867169722	12.79290659677501	17.77155850563691	176	256	256	3.4833295445465526	11.99569544637689	11.42666974642116	18.800984248340033	33.05525528512188	65.78679330977208	63.04276638348813	90.28625055557042	1.0	1.0	1.0	3.1651503651044495	7.2562031745910645	13.445600509643555	11.31598949432373	3428447.0	2.2522353172302245	31.762979125976564	9.757268905639648	22.61703332522763	106.54231262207031	374.3951110839844	366.1156005859375	30355.0	230.20431213378907	543.2480407714843	105.10334014892578	0.13911464731733192	59.417022705078125	729.2953491210938	728.645751953125	20723.0	629.7406127929688	830.3249816894531	60.74080276489258	0.5221841857902434	49.67341995239258	998.7708740234375	999.9984741210938	207859.0	908.3380737304688	1083.7911376953125	53.18849563598633	0.22802047431468964	0.5003888607025146	0.5324584245681763	0.491993119125801
