csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	cosine11	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
1087.8398111652393	925.830475462165	909.5413668715743	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.00524893	0.0116421	0.0129291	-0.000663783	-0.0	7.77187e-05
1067.0159466917007	925.4782346524282	902.9274631666381	1.273681	28.541449	0.1279869536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.67614e-05	-0.0150286	0.000921798	-0.0	0.0
1061.3490576626177	924.011565096017	899.1511433620908	1.126534	25.244101	0.2432692736	0.0636423425	-0.0935632408	0.0546496704	-0.04975537309999999	0.0039545552	-0.0829460878	0.1000688638	-0.07565457860000001	0.0318923537	-0.0303624121	-0.029291777999999997	0.0519777616	0.069170958	0.0691694928	0.0691670507	0.069163632	0.0691592365	0.0691538644	0.06914751570000001	0.0691401905	0.069131889	0.0691226112	0.06911235730000001	0.06910112730000001	0.0	0.0	0.00289984	0.0776327	0.0518532	-0.000913627	-0.0	8.22089e-05
1052.0861401242007	920.3787518120737	896.5476513280955	1.060305	23.759998	0.1926556	0.0048992961	0.0113328975	0.06025357480000001	-0.0268059698	-0.054100696	-0.0014239360999999998	0.0046944426	0.0418288592	0.0207187497	-0.0833913579	0.0493724635	0.0193670019	0.0691670507	0.0691538644	0.069131889	0.06910112730000001	0.0690615834	0.0690132621	0.0689561696	0.0688903132	0.0688157013	0.0687323433	0.06864024980000001	0.0685394325	0.0	0.0	0.0175857	-0.0037494	0.0321848	-3.02951e-05	0.000572844	0.0
1050.0075144484697	921.7829187601288	899.108015055822	1.195945	26.79949	0.156168005	-0.015966148200000002	0.074474962	-0.0627014538	-0.0377930049	-0.0762063065	-0.045732817099999996	-0.050642210099999994	0.0509133851	-0.0763331594	0.004918294	0.0265612254	0.0845122008	0.0691592365	0.0691226112	0.0690615834	0.0689761746	0.0688664149	0.0687323433	0.0685740068	0.0683914616	0.06818477190000001	0.0679540108	0.06769925980000001	0.0674206087	0.0	0.0	0.0	0.0773905	0.0464204	0.000260997	-0.0	0.0
1060.7507346307982	924.2343663823675	904.0905838465717	1.284213	28.777464	0.16391396	-0.1676401012	-0.008955443399999999	-0.08507427769999999	0.07706472889999999	0.0719019109	0.0558688339	-0.1615265116	-0.0967933806	-0.0094802692	0.0884967323	0.0253568369	-0.0552748925	0.06914751570000001	0.0690757402	0.0689561696	0.06878888650000001	0.0685740068	0.06831167910000001	0.068002085	0.06764543860000001	0.0672419867	0.0667920084	0.0662958152	0.0657537504	0.0	0.0	0.0165887	-0.0122138	0.00722464	-0.000109507	-0.0	0.0
1053.01465991953	926.5658614842745	903.3203425997217	1.177497	26.386103	0.15439858	0.006692455799999999	-0.0260305123	0.0529991992	0.1346150177	0.048442160899999996	0.0005895228	0.0196046028	-0.08293507559999999	0.102356596	0.1430253195	-0.0212564282	0.0355902248	0.069131889	0.0690132621	0.0688157013	0.0685394325	0.06818477190000001	0.067752125	0.0672419867	0.0666549403	0.0659916575	0.0652528967	0.064439503	0.0635524067	0.0	0.0	0.00281887	0.0789898	-0.00403701	-0.000872777	-0.0	0.0
1056.7302109277978	924.7458802481469	899.9607902116314	1.055203	23.645655	0.19679476	0.056029585800000004	-0.0444570043	0.0966758523	0.07230421690000001	-0.006355960600000001	0.0067753611	0.09100784949999999	-0.0366276428	0.0941247984	0.060942292	0.025473575099999996	0.0050601075	0.06911235730000001	0.0689351908	0.06864024980000001	0.068228038	0.06769925980000001	0.0670548185	0.0662958152	0.06542354660000001	0.064439503	0.0633453656	0.0621430036	0.0608344714	0.0	0.0	0.0165857	-0.00425944	-0.005614	0.0009721860000000002	-0.0	-0.000119071
1055.4840810270205	924.5783569684627	897.6203405077266	1.002903	22.4737	0.195397775	0.0711651129	-0.0520847246	0.0759713323	-0.00420442	-0.0473241425	-0.006895129200000001	0.10704797029999999	-0.034252755	0.0628494758	0.0080693703	0.01674549	0.0873185125	0.0690889216	0.0688415442	0.0684299044	0.0678549844	0.067118156	0.0662211774	0.06516618889999999	0.0639557078	0.0625926223	0.0610801849	0.0594220045	0.057622037699999996	0.0	0.0	0.0165952	0.0821073	0.0325721	-0.000242948	2.00161e-05	6.24876e-05
1048.4662578677337	921.4605114830484	897.0043131331889	1.167207	26.155527	0.10584349499999998	0.0432550397	0.0680404722	-0.0010524032	-0.0415570519	0.009324125	0.0520925992	0.031019829	0.092879985	-0.0161526746	-0.0216094544	0.0489087529	-0.0399801675	0.0690615834	0.0687323433	0.06818477190000001	0.0674206087	0.0664422811	0.0652528967	0.0638562337	0.062256728600000005	0.060459462400000004	0.0584701441	0.0562950929	0.0539412179	0.0	0.0	0.0165887	0.00874169	0.0231851	0.000136236	-0.0	0.0
