csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
1088.4608879472846	926.1792101612346	906.802367491968	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.94574e-05	-0.0074257	-0.013978	0.000148055	0.000436239	-0.00010256
1070.4924593711405	928.5606773849672	905.058688761884	1.17129	27.891727	0.1448085424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0149282	0.0537057	0.0220331	-8.27181e-25	-2.57267e-05	-0.000146907
1063.1488015068146	926.4909500240933	903.6497739385544	1.127102	26.839472	0.14681104501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.78179e-06	-0.0255153	3.01382e-05	0.000379828	-0.000112205	0.0
1062.7040777602404	927.4703698338358	903.1012482374537	1.126386	26.822424	0.10201962651	-0.029258581000000002	-0.0089924966	0.0503646555	0.0701615032	-0.047128997400000004	-0.0098396236	-0.028599335099999998	-0.0376304063	-0.0574222691	0.0793275979	-0.023736599900000002	0.0204239494	0.069842517	0.0698409793	0.06983841639999999	0.06983482839999999	0.0698302154	0.0698245774	0.06981791450000001	0.0698102268	0.0698015144	0.0697917774	0.06978101610000001	0.0	0.0	0.0	-0.0160582	0.0219702	-2.15701e-05	0.00096139	-0.000299163	0.0
1058.641584008392	927.2840031163487	900.5560479288408	1.16383	27.714073	0.1549292701	-0.0105922832	0.031451614100000004	-0.0429185724	-0.0078826907	-0.0275228889	-0.0513655604	-0.0290408403	-0.0478975689	-0.003933239	-0.0188593644	-0.0722172247	0.0079939947	0.06983841639999999	0.0698245774	0.0698015144	0.0697692305	0.06972772990000001	0.0696770181	0.0696171019	0.0695479891	0.06946968889999999	0.0693822115	0.0692855687	0.0	0.0	0.0	-0.0352153	0.0451265	0.0323116	-1.3234899999999996e-23	-0.00017444	-0.000519541
1061.8054025697563	927.358920289567	904.5879042030956	1.204211	28.675661	0.07602375	0.0869840201	-0.026484472599999996	-0.0251784866	0.1011249389	0.0635676072	0.009519749899999999	0.0622739352	-0.0662953146	-0.0841543272	-0.0167636264	0.013866458100000001	-0.0041120799	0.0698302154	0.0697917774	0.06972772990000001	0.0696380962	0.0695229094	0.0693822115	0.0692160544	0.0690244989	0.0688076153	0.0685654832	0.06829819150000001	0.0	0.0	0.0	-0.0352411	0.0141991	0.054891	-2.64698e-23	0.000209892	-0.000585032
1057.192732996786	925.9538512871153	901.8536173791016	1.221104	29.077942	0.06359250000000001	-0.061127862000000005	-0.0234920969	0.0372885773	0.07480451099999999	-0.0097180515	-0.024790084	-0.0428144809	0.0232720823	-0.0493097816	0.0545878046	-0.0068161646	0.0892569706	0.06981791450000001	0.0697425872	0.0696171019	0.0694415489	0.0692160544	0.0689407806	0.0686159254	0.0682417225	0.067818441	0.0673463854	0.0668258951	0.0	0.0	0.0	-0.0274764	0.0120185	0.0218446	0.00035825	0.000156126	-0.000585032
1065.644022131254	927.5551413332436	902.8114368529621	1.181117	28.125719	0.18356816500000003	-0.062458390700000005	0.07015281570000001	-0.0149586241	0.0322876436	-0.0372351719	0.040146239	-0.0740378656	-0.07549171190000001	0.006461759599999999	0.0125910522	-0.014260051299999998	-0.1188323617	0.0698015144	0.0696770181	0.06946968889999999	0.069179773	0.0688076153	0.06835365809999999	0.067818441	0.0672026005	0.0665068685	0.06573207219999999	0.0648791327	0.0	0.0	0.0	-0.0247896	0.0624564	0.0362354	-0.000671587	-0.000641508	-9.14497e-05
1053.2086746722875	924.9881425044124	897.9514920847284	1.179423	28.085386	0.21582253	-0.0030530091	-0.0046080836	-0.1026093017	-0.0393583305	0.0052567855000000005	-0.0558374099	-0.0236123056	0.0193392946	0.022216546099999998	-0.0959949123	-0.0101908089	0.06796514690000001	0.06978101610000001	0.0695950857	0.0692855687	0.0688530146	0.06829819150000001	0.06762208480000001	0.0668258951	0.0659110362	0.0648791327	0.0637320171	0.0624717264	0.0	0.0	0.0	-0.017586	-0.0351752	0.0565857	0.000512094	-8.40007e-05	-0.000163002
1061.860512428842	925.6559287383279	898.2291846241901	1.101307	26.22522	0.223073715	-0.04443008	-0.0618961665	-0.0435649133	-0.0294377613	-0.0582653148	0.047160516799999996	-0.047238390899999996	0.0334564087	-0.0525090072	-0.0412753614	-0.0217358828	-0.1540477438	0.0697564208	0.0694968092	0.0690648386	0.0684615804	0.06768853080000001	0.0667476069	0.06564114230000001	0.0643718813	0.06294297160000001	0.0613579571	0.059620768899999996	0.0	0.0	0.0	-0.0276933	0.0785353	0.0868406	-0.000479868	-0.000391508	-0.000243553
