csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	cosine11	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
1083.9223373716588	925.8734183388667	904.7175699901877	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0	0.0
1064.8444655684423	927.7552494639217	901.1307131378876	1.178766	28.221626	0.071420953643629	0.0026991022999999998	-0.0361088376	0.0455277082	0.0802057659	0.0832561921	0.0403407664	0.0156373456	-0.0069525098	0.0121287271	-0.1271234458	0.0661573928	-0.0013759583	0.06908836809999999	0.0690869116	0.0690844841	0.0690810857	0.0690767164	0.0690713763	0.0690650654	0.0690577839	0.0690495318	0.0690403092	0.0690301163	0.0690189533	0.0	1.43629e-10	0.0462607	7.280349999999998e-05	-0.000501749	-0.0	0.0
1063.7461405271442	927.1819025933348	900.0418865262369	1.008887	24.154432	0.072578672643629	0.0082286391	0.0486816657	0.0423364497	0.08329778639999999	-0.046203114100000005	0.0475080497	-0.0128829499	-0.0657805528	0.0184710339	-0.0917099876	-0.0044297931	0.0034074113	0.0690844841	0.0690713763	0.0690495318	0.0690189533	0.0689796448	0.0689316111	0.0688748584	0.0688093939	0.0687352258	0.0686523635	0.0685608175	0.0684605994	0.0	-0.00220973	0.000868561	-0.0107308	-0.00057926	-0.000205953	0.0
1056.0439407665663	926.2104174970752	897.5471227275985	1.1076	26.517797	0.10720221419	-0.0183251531	0.041225717200000005	-0.0783727038	0.0069639132	-0.028858663700000002	-0.031068189	-0.0016397219	-0.0495043291	-0.0798640679	0.042262294000000006	-0.0205020355	0.003607908	0.0690767164	0.0690403092	0.0689796448	0.06889474429999999	0.06878563780000001	0.0686523635	0.0684949682	0.0683135073	0.0681080445	0.067878652	0.0676254104	0.0673484086	0.0	-8.44981e-06	0.0441989	-0.00324198	0.000210401	-0.0	-8.802149999999998e-05
1051.8203742148357	924.1238825714242	898.5760450022293	1.110761	26.593472	0.08955298980999998	-0.008781825200000001	-0.0902734182	0.0062727930000000005	-0.0056527629	-0.0502999756	-0.0179966104	0.0287841059	0.0895818261	0.0097909877	0.034679754900000005	-0.0804285849	0.0161281913	0.0690650654	0.06899371730000001	0.0688748584	0.06870857059999999	0.0684949682	0.0682341986	0.0679264411	0.0675719078	0.0671708428	0.0667235222	0.0662302542	0.0656913783	0.0	0.00332002	0.00720487	0.0176935	-6.87295e-05	-0.000108985	8.97632e-05
1053.7625532868262	925.3638539695078	899.8643895052678	1.120047	26.815788	0.057056485	-0.028342934500000003	0.0247218158	0.0763353444	0.0402010805	-0.0472686026	0.06401258900000001	0.0515014679	-0.040083705899999995	0.0568549389	-0.009100956	-0.0069927472	-0.005997951800000001	0.0690495318	0.0689316111	0.0687352258	0.0684605994	0.0681080445	0.0676779625	0.0671708428	0.0665872628	0.0659278867	0.0651934651	0.064384834	0.0635029138	0.0	0.00240065	0.0336464	0.0116725	-0.000343473	-0.0	0.0
1057.4675497441224	926.0056209444173	899.0780737322885	1.140015	27.293858	0.03577085	-0.010974564	0.0739523842	-0.07286401990000001	0.0452573477	-0.0063101839	-0.04846051269999999	-0.0097850822	-0.0622581677	-0.047776615	0.0284769747	-0.06917911019999999	-0.0518576001	0.0690301163	0.0688540045	0.0685608175	0.0681510539	0.0676254104	0.0669847807	0.0662302542	0.0653631138	0.064384834	0.0632970781	0.0621016957	0.0608007194	0.0	0.00437479	0.0198894	-0.00287826	-0.000453252	-0.0	0.0
1054.485228180858	924.8620343973167	897.5803471310236	1.170797	28.030825	0.053584529597364	0.0640147893	-0.0480918025	0.011964001	-0.0432693609	0.0217956919	-0.0447127127	-0.050427118300000004	0.0706646477	0.0156659149	0.0194186565	0.0588429855	-0.0243581709	0.0690068202	0.068760915	0.0683517218	0.0677802124	0.067047744	0.0661560559	0.0651072657	0.063903864	0.0625487085	0.061045017300000004	0.059396361200000004	0.0576066554	0.0	4.02636e-10	0.0221983	-0.0180495	0.00018134	-0.0	0.0
1056.9188013341495	925.1792309903112	897.4031019095505	1.082852	25.925287	0.09756106469263601	0.048140608200000004	0.0287566106	0.05211647690000001	0.0197297224	0.0205082996	0.015280096299999999	-0.0407670502	-0.015407201499999999	0.0798481143	-0.0219760708	-0.0621772121	-0.0142403025	0.0689796448	0.0686523635	0.0681080445	0.0673484086	0.0663758572	0.0651934651	0.06380497019999999	0.0622147621	0.0604278681	0.058449937199999996	0.05628722269999999	0.053946561500000004	0.0	-7.584289999999999e-06	0.0335909	0.00778798	-0.000685472	-0.000339656	0.0
1050.350229550027	924.2577856314427	895.1237765277871	1.12698	26.981768	0.09294756469263597	-0.0632002138	0.0441047802	-0.0480265716	-0.0813525284	-0.0176300395	-0.0409464535	0.0333436391	-0.0388350629	-0.0377792002	0.1218766148	-0.0421104328	-0.038223175	0.0689485914	0.06852837440000001	0.0678299089	0.0668560307	0.0656106942	0.0640989559	0.062326954000000004	0.0603018834	0.058031966500000004	0.055526420099999994	0.0527954174	0.049850047300000006	0.0	4.02636e-10	0.00494895	0.00518745	0.000208822	-0.0	0.0
1050.3872924555583	924.6637614063452	897.3600673666801	1.12012	26.817547	0.125161651857446	-0.059822988	-0.072919581	-0.026892417999999998	-0.0225214285	-0.0601317017	0.036115117	0.0696888674	0.0521252057	-0.0331906138	0.026487375299999998	-0.0834699731	0.0546498624	0.068913662	0.06838897570000001	0.0675174556	0.0663035216	0.06475333030000001	0.0628747432	0.0606772878	0.058172108300000004	0.05537190980000001	0.0522908933	0.0489446843	0.045350253	0.0	-1.45481e-09	0.050946	0.0363133	-0.0007519529999999998	-0.0	0.0
1056.8001586253806	925.20008474556	899.1359126954968	1.132041	27.102947	0.14624962101102995	0.0079924838	-0.062473811100000005	0.0298786859	0.0641325417	0.0753566962	-0.0219914315	0.022504337000000003	0.056614084800000006	0.010639054299999999	-0.0627968866	0.0434010279	-0.0850079155	0.0688748584	0.0682341986	0.0671708428	0.0656913783	0.06380497019999999	0.0615233042	0.0588605147	0.0558330973	0.052459806100000006	0.048761537800000004	0.0447612025	0.0404835813	0.0	-2.46584e-09	-0.00214881	-0.00206566	0.000343564	-0.0	0.0
1061.317070827458	926.1273425669738	896.4383699701916	1.083121	25.931721	0.12487929658416	0.0711320127	0.0048176671999999995	-0.0102280146	0.0439183537	-0.0226556475	-0.06296944089999999	-0.0767365565	0.008172504399999999	-0.0287374035	-0.0806057539	0.0191682609	0.0548986128	0.0688321829	0.0680640779	0.0667902458	0.06502015139999999	0.0627669466	0.0600473733	0.0568816383	0.05329326349999999	0.049308911	0.0449581854	0.0402734132	0.035289403	0.0	-2.10905e-06	0.0629319	0.00451273	-0.000666622	-5.41758e-05	0.0
1056.188465392606	924.477994485052	894.8380165350243	1.112413	26.633026	0.14312090671853997	0.0606739265	0.0358223289	0.0346964262	-0.0499414956	0.0490121779	0.0507236793	-0.060603836200000004	-0.0270880848	0.0627688855	0.0223491998	0.0237424783	-0.0543023903	0.06878563780000001	0.067878652	0.0663758572	0.06429044440000001	0.061640718399999996	0.058449937199999996	0.0547461083	0.0505617421	0.0459335672	0.0409022076	0.035511826499999996	0.029809738199999998	0.0	-2.33146e-09	-0.0168551	-0.00184163	0.000418751	-0.0	0.0
1054.5170111752664	925.7367017996376	894.0129599413472	1.15115	27.56044	0.15886456940146	-0.0273934261	0.0643388191	0.0041848638	-0.0803370796	-0.0543372642	-0.0554691115	-0.0063599621	-0.06835732509999999	-0.023392339900000003	0.0300566687	0.052224199400000004	0.11462816869999999	0.0687352258	0.0676779625	0.0659278867	0.0635029138	0.0604278681	0.0567342283	0.052459806100000006	0.047648358099999996	0.042349138700000004	0.036616395499999996	0.0305088139	0.0240889167	0.0	9.48707e-06	0.0548173	0.0232916	-0.000701578	-4.70849e-05	7.35751e-05
1053.9765967426547	923.8753997976147	896.0970356649652	1.187793	28.437737	0.15645690266999998	-0.0295177429	-0.0429047359	-0.068315344	-0.033539034	-0.0302414368	0.0334399605	0.0296990675	0.060472076799999996	-0.0504910208	0.0348376709	0.0070808445999999995	0.0077813573	0.0686809497	0.06746205450000001	0.0654465608	0.0626582679	0.0591301001	0.0549037183	0.050029028200000006	0.0445635904	0.0385719415	0.0321248314	0.025298388199999997	0.0181732192	0.0	-1.43356e-05	-0.0154474	-0.00158848	0.000277154	0.000126374	0.0
1052.6833808643087	924.5842883479803	894.2088730834511	1.174059	28.108921	0.09308488	0.0505015559	-0.017725326200000002	0.0224649596	-0.0099641344	0.0767196007	-0.0101964716	-0.038718213599999995	0.0301993756	0.0329172392	0.0019722343	0.0638900914	-0.046890495	0.0686228125	0.0672309766	0.0649321232	0.0617572663	0.057749238099999996	0.0529621112	0.047460469000000005	0.0413185346	0.0346191691	0.0274527541	0.0199159723	0.0121105028	0.0	1.92844e-05	0.0356143	0.00403073	-0.000391577	0.00018505	0.0
1056.5551086326623	924.6891136365956	894.4887690829249	1.117079	26.74472	0.0727404881	-0.0239562067	0.0544220147	0.037258312599999996	-0.0009598738	-0.011035971399999999	0.0526965578	0.010663679799999999	-0.054070818799999996	0.055611505199999994	-0.007228462299999999	0.0084936337	0.025667120699999997	0.0685608175	0.0669847807	0.064384834	0.0608007194	0.05628722269999999	0.0509133358	0.0447612025	0.0379248624	0.0305088139	0.0226264166	0.014398158400000001	0.0059498141	0.0	-2.63337e-05	0.0112963	0.0225833	-0.000552003	-0.00012532000000000003	-0.00012569
1053.5515121334013	924.4054778313292	893.0991432513028	1.083458	25.939785	0.0576954563	-0.0367115097	0.0508129769	-0.0237008748	-0.026101580099999997	-0.0016778953	-0.054294827000000004	0.0135679925	-0.055996047	-0.0289035271	0.048929798499999996	0.0123538902	-0.0054688888	0.0684949682	0.0667235222	0.06380497019999999	0.059789487599999996	0.0547461083	0.048761537800000004	0.0419386624	0.0343947805	0.0262595859	0.0176729384	0.008782459	-0.0002590078	0.0	-0.008384219999999998	0.0228987	0.0380662	-0.000302792	-5.51756e-05	0.0
1052.521153006856	923.4543054366243	893.8883184161641	1.106831	26.499386	0.035589215	-0.0375544857	-0.0256536281	-0.0836792375	6.17097e-05	-0.0058459393	0.0449933726	0.0396898756	0.0445206877	-0.0375469993	0.0497156495	-0.0710475667	0.0261011673	0.0684252684	0.0664472599	0.0631928251	0.0587244803	0.0531280607	0.0465110714	0.0390006222	0.030740986	0.0218908272	0.012620154	0.0031070525	-0.0064657343	0.0	-0.0108412	0.0312341	0.0256976	-6.65185e-05	-6.74668e-05	0.0
1050.4457338247555	923.9040292673856	894.8640546116156	1.108754	26.545412	0.052173969999999986	-0.0090294757	-0.0580377829	0.044164176500000006	-0.0151488734	0.1033463166	0.0502701639	0.0391991542	0.0429908533	0.0659695849	0.0056905879	0.0299676521	-0.0692541106	0.0683517218	0.0661560559	0.0625487085	0.0576066554	0.051435353600000004	0.0441664902	0.035955173199999996	0.026976620899999998	0.017422423700000002	0.0074964554	-0.0025894773000000003	-0.012620154	0.0	-0.014641	0.00992661	0.0380038	0.000191759	-3.05347e-05	0.0
1054.2727376400658	924.3251545457305	896.2371250122795	1.039804	24.894636	0.09462204	-0.0146957348	0.0152671305	0.0521432543	0.06291261299999999	0.0337685667	0.065485284	0.0269722946	-0.012674033500000001	0.0535191981	-0.0590968375	-0.030096530299999997	-0.022331231	0.0682743327	0.06584997570000001	0.0618729462	0.0564370184	0.0496703658	0.0417325387	0.0328107027	0.0231152252	0.0128747153	0.0023306333	-0.0082684026	-0.0186724783	0.0	-0.00737218	0.0470786	0.0225654	-0.000444787	2.81759e-05	-3.30872e-24
1052.2923050943486	923.6078873924408	893.8035029211907	1.1106	26.589602	0.09238873500000003	-0.009086129	0.067062753	0.014573936200000002	-0.009959758	-0.050157093	-0.0003813951	-0.0148369617	-0.0675409537	-0.0081386961	0.023233304	-0.0018071012	-0.009752411400000001	0.0681931054	0.065529088	0.061165880199999995	0.0552166213	0.0478355775	0.039214141800000005	0.0295758707	0.0191706877	0.0082684026	-0.0028482849	-0.013891115400000001	-0.0245737448	0.0	-0.014585	0.00553287	0.0121786	3.86738e-05	-0.000153231	0.0
1054.516700592259	923.5763826087513	892.2248212356918	1.022136	24.471642	0.08587367	0.0329923553	0.096329711	-0.0271059057	-0.010116822900000001	-0.0369655923	-0.0737262293	-0.051595215800000004	-0.0668968225	-0.0335997132	0.0499169969	-0.0553690237	-0.0094699154	0.0681080445	0.0651934651	0.0604278681	0.053946561500000004	0.0459335672	0.036616395499999996	0.0262595859	0.0151571962	0.0036244529999999997	-0.0080111982	-0.01941939	-0.0302762131	0.0	-0.0135756	0.0392236	0.0313897	-0.000600575	-0.000153231	0.0
1047.457252365181	922.7822703721837	891.8411266850302	1.131496	27.089899	0.15669557	-0.018712189	-0.034354429	-0.0540429954	-0.1164289023	-0.0123923196	0.0937038202	0.024786363199999998	0.0521171545	-0.0250555511	0.0957362083	0.0202828696	0.0319180617	0.0680191547	0.0648431824	0.0596592833	0.0526279816	0.043967007599999997	0.0339445563	0.022870981600000003	0.0110891867	-0.0010359948	-0.013129095700000001	-0.0248156425	-0.035733751	0.0	-0.0130902	-0.00493087	0.0381607	0.000917299	0.000233125	-0.000201464
1051.0529236039256	923.5910683518844	895.5553114387741	1.125944	26.956982	0.1408423186	-0.0635067941	-0.0990646893	0.0156136676	0.0056270336	6.4129e-06	-0.0160149523	0.07775242809999999	0.096539964	-0.0071245076	-0.0321400664	-0.0291904492	0.044512694699999994	0.0679264411	0.0644783187	0.0588605147	0.051262067300000005	0.0419386624	0.0312040306	0.01941939	0.0069812911	-0.0056917267	-0.0181732192	-0.030043186800000003	-0.0409022076	0.0	-4.95014e-05	0.0361937	0.0383926	-0.000654799	0.000171528	-0.000106256
1053.22664230782	924.4449283749872	895.4486380478924	1.045043	25.02006	0.16239701860000003	0.0226968327	-0.0634076224	0.0087453548	0.0691901111	0.0416160737	-0.041449902999999996	0.0054380062	0.0638650842	-0.0192237893	-0.0732923607	0.0192705156	-0.042590123099999995	0.0678299089	0.0640989559	0.058031966500000004	0.049850047300000006	0.039851381899999996	0.028400363999999997	0.0159143169	0.0028482849	-0.0103215506	-0.0231152252	-0.0350664835	-0.045739771	0.0	-0.00455538	-0.00216259	-0.00940255	0.00034898	-0.000153231	0.0
