csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	cosine11	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
1080.5292867792646	924.8290219156672	908.1812649331964	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.63387e-06	-0.0314702	-3.01681e-06	-0.000135248	-0.0	-0.00011807600000000003
1061.8523480921388	926.7575176762692	906.7491300199292	1.206402	28.329929	0.1069392992946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.92346e-06	0.0402488	-4.21054e-08	4.30307e-05	-0.000157866	0.00025
1058.5161021337158	926.146104945414	904.6926397871492	1.194164	28.042538	0.13244622135459996	0.0694716845	0.061652137999999995	0.0042281772	-0.0470269068	-0.0340819442	-0.023653193700000002	-0.057150804900000005	0.067341065	-0.0554471765	0.020296859599999998	-0.0070921189	0.049369811	0.069170958	0.0691694928	0.0691670507	0.069163632	0.0691592365	0.0691538644	0.06914751570000001	0.0691401905	0.069131889	0.0691226112	0.06911235730000001	0.06910112730000001	0.0	0.0	0.0	-0.0481914	-0.0219052	7.70035e-05	-0.0	0.0
1053.8906229390327	925.4595765896111	903.5248730186787	1.13664	26.691713	0.11957788	-0.0693266318	-0.0462608947	0.0047806259	-0.004785553	0.0473547472	0.005675667	0.0665890356	-0.044686900099999996	0.026271838399999997	0.027246405499999998	-0.012114834599999999	-0.0260780415	0.0691670507	0.0691538644	0.069131889	0.06910112730000001	0.0690615834	0.0690132621	0.0689561696	0.0688903132	0.0688157013	0.0687323433	0.06864024980000001	0.0685394325	0.0	0.0	-0.007433849999999999	0.0078548	0.00535745	-0.000442147	-3.30872e-24	5.75531e-05
1055.2994320214611	926.3122071396948	904.6072300478737	1.097465	25.771767	0.115589315	0.0424145821	0.0357172768	-0.058104715300000005	-0.0160745368	-0.0261088981	-0.039937227900000004	-0.0500371087	0.0609199563	0.0242345788	0.0057172523	-0.026219601600000003	0.0211167569	0.0691592365	0.0691226112	0.0690615834	0.0689761746	0.0688664149	0.0687323433	0.0685740068	0.0683914616	0.06818477190000001	0.0679540108	0.06769925980000001	0.0674206087	0.0	0.0	-0.00802064	-0.039264	-0.00420909	0.000704153	-0.0	3.75094e-05
1053.3837231604284	924.525244412704	902.8915184095224	1.090394	25.605711	0.06953185049999999	-0.0590455354	-0.027769593999999998	0.015529721100000001	-0.0174207802	0.025367182000000002	-0.0298902151	0.056228119800000004	-0.052386136500000006	0.0017906554999999999	0.0059019126	-0.0013877181	-0.0011970693	0.06914751570000001	0.0690757402	0.0689561696	0.06878888650000001	0.0685740068	0.06831167910000001	0.068002085	0.06764543860000001	0.0672419867	0.0667920084	0.0662958152	0.0657537504	0.0	0.0	-0.00593364	-0.008162529999999998	0.0013403200000000003	0.000124253	-1.5621e-26	1.52999e-06
1050.5254312415536	925.7017625071107	902.8133716455724	1.108048	26.020285	0.05609524199999999	0.0165468025	0.021541519900000004	-0.08269830269999999	-0.0026079229000000002	0.0195448623	-0.0141061754	-0.029857698199999998	0.072623193	0.0608269959	-0.0151688632	0.0118667624	0.0088657773	0.069131889	0.0690132621	0.0688157013	0.0685394325	0.06818477190000001	0.067752125	0.0672419867	0.0666549403	0.0659916575	0.0652528967	0.064439503	0.0635524067	0.0	0.0	2.87865e-05	-0.0199285	0.0026034	-0.000527533	5.09401e-05	4.08792e-05
1054.0435362915623	924.9766715701734	902.7201785563077	1.193096	28.017464	0.0230730512	0.0309846424	-0.027589656299999998	0.0678572729	-0.021967373300000002	-0.0460205296	0.0156257503	-0.0320176685	-0.0442081601	-0.0656366905	0.013692079	0.0137597048	0.046676188099999995	0.06911235730000001	0.0689351908	0.06864024980000001	0.068228038	0.06769925980000001	0.0670548185	0.0662958152	0.06542354660000001	0.064439503	0.0633453656	0.0621430036	0.0608344714	0.0	0.0	2.84903e-05	-0.0204698	-0.0020108	-0.000220128	-0.0	4.08792e-05
1052.1424500193975	925.4744647675689	903.4338371459204	1.28429	30.158979	0.052229171599999985	-0.0566854029	-0.045751885199999995	-0.0330682882	-0.0252834932	0.0003270725	0.0338721763	0.0366141442	-0.0314034078	0.07383258870000001	0.0480388975	-0.0028123382000000002	-0.0288209221	0.0690889216	0.0688415442	0.0684299044	0.0678549844	0.067118156	0.0662211774	0.06516618889999999	0.0639557078	0.0625926223	0.0610801849	0.0594220045	0.057622037699999996	0.0	0.0	2.72887e-05	0.0116531	-0.00804037	-0.000222998	0.00027864	4.08792e-05
1056.0787710923173	925.1872476123046	902.6853104845557	1.277097	29.990065	0.1088062429	0.07436016919999999	0.0344426373	0.0358467562	-0.0337358896	-0.0341420163	0.0589364358	-0.0730750022	0.038419755	-0.054671676399999994	-0.0093430603	0.0186028209	0.06376029009999999	0.0690615834	0.0687323433	0.06818477190000001	0.0674206087	0.0664422811	0.0652528967	0.0638562337	0.062256728600000005	0.060459462400000004	0.0584701441	0.0562950929	0.0539412179	0.0	0.0	2.34658e-05	-0.0501514	-0.00614995	0.000230222	-0.00017029	4.08792e-05
