csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	cosine11	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
1074.024681152795	922.6845384501196	904.9321195661646	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0	0.0
1054.7976175959964	924.6809144055217	900.908830727303	1.216944	27.713938	0.06616866777000001	0.0222038102	-0.0154903688	0.065294966	0.056418135099999996	0.0133759103	0.0535167092	0.050306420899999996	-0.033138085299999995	0.0580556636	-0.0833592215	0.0941636144	-0.0517663688	0.06908836809999999	0.0690869116	0.0690844841	0.0690810857	0.0690767164	0.0690713763	0.0690650654	0.0690577839	0.0690495318	0.0690403092	0.0690301163	0.0690189533	0.0	-8.01057e-06	0.0285567	9.32722e-05	-0.000633254	-0.000101204	1.5755699999999996e-05
1056.0989154174542	924.6634506172657	900.7993753521359	1.085783	24.726965	0.08778786693000001	-0.0740353252	0.0209238753	0.0368534252	0.0455247078	0.0306888869	0.0142192502	-0.0592838904	-0.0183151552	0.0476345138	-0.0829960353	-0.0254202119	-0.0167356213	0.0690844841	0.0690713763	0.0690495318	0.0690189533	0.0689796448	0.0689316111	0.0688748584	0.0688093939	0.0687352258	0.0686523635	0.0685608175	0.0684605994	0.0	-5.49953e-05	0.00679849	-0.0416805	-0.000509002	-0.000405509	-3.98653e-05
1046.5321209125818	923.3709107080856	896.2342521780852	1.109584	25.268986	0.07061126470000001	0.0006289008	0.061699339000000006	0.0339623665	-0.0719748717	-0.075135433	-0.0140328054	-0.0317798011	-0.055944814800000006	0.0135046418	0.0765719575	0.0288089294	-0.011656215400000001	0.0690767164	0.0690403092	0.0689796448	0.06889474429999999	0.06878563780000001	0.0686523635	0.0684949682	0.0683135073	0.0681080445	0.067878652	0.0676254104	0.0673484086	0.0	-0.0109652	0.0285206	-0.0185348	-0.000212337	-0.000405509	-3.98653e-05
1044.3269399974088	923.380572150038	899.213077138651	1.098691	25.020908	0.09402915	0.10434700529999999	-0.0282539679	-0.0274107377	-0.0172637922	0.015170531999999999	0.0003505622	0.0900254125	0.0169040263	-0.0397887017	0.06862556639999999	-0.0317867939	0.0746357461	0.0690650654	0.06899371730000001	0.0688748584	0.06870857059999999	0.0684949682	0.0682341986	0.0679264411	0.0675719078	0.0671708428	0.0667235222	0.0662302542	0.0656913783	0.0	-0.0121177	0.0174848	0.023608	-0.000842552	-0.000241763	-3.98653e-05
1048.3492049741646	923.3768685972896	902.2782190918864	1.19925	27.310991	0.08777838	0.0341230519	-0.0975664484	-0.0058570204	0.0886805801	0.0279493192	-0.0554018324	0.0729983806	0.08946356359999999	-0.0156517305	-0.0810964616	0.0138122903	-0.0293378902	0.0690495318	0.0689316111	0.0687352258	0.0684605994	0.0681080445	0.0676779625	0.0671708428	0.0665872628	0.0659278867	0.0651934651	0.064384834	0.0635029138	0.0	-0.00533552	0.0285319	-0.016909	-0.000417656	-0.000405509	-3.98653e-05
1050.0354936911622	923.3726819724437	900.1982154739809	1.136097	25.87277	0.06129673	-0.0505851783	-0.0033693285999999998	-0.026969577	0.1117674047	-0.0929334913	-0.007045049100000001	-0.0518796662	0.020974830899999998	-0.0442299913	-0.0426031245	-0.0652019008	0.10514001199999999	0.0690301163	0.0688540045	0.0685608175	0.0681510539	0.0676254104	0.0669847807	0.0662302542	0.0653631138	0.064384834	0.0632970781	0.0621016957	0.0608007194	0.0	-0.00530469	0.0421538	-0.0340578	-0.00102756	-0.000405509	-3.98653e-05
1047.9593332874024	923.4880483724826	897.5734390669464	1.160071	26.418755	0.0856860647	-0.06521078059999999	0.027297162799999997	0.0408415663	-0.0189947726	0.0364322814	0.0594332341	-0.064350546	-0.0288969658	0.0712639867	0.012177936299999999	-0.038779836899999996	-0.0100328529	0.0690068202	0.068760915	0.0683517218	0.0677802124	0.067047744	0.0661560559	0.0651072657	0.063903864	0.0625487085	0.061045017300000004	0.059396361200000004	0.0576066554	0.0	-5.49953e-05	0.0285099	-0.00569323	-0.000259002	-0.000405509	-3.98653e-05
1048.4111269314958	924.1361847419953	896.9744939439438	1.061635	24.177023	0.026753902699999995	-0.0053218952	0.063894721	0.054045659	-0.0079163131	-0.0578838175	-0.0492346637	-0.030091979799999998	-0.0781965625	0.0387085961	0.0330251731	-0.0042666493	0.059564111100000004	0.0689796448	0.0686523635	0.0681080445	0.0673484086	0.0663758572	0.0651934651	0.06380497019999999	0.0622147621	0.0604278681	0.058449937199999996	0.05628722269999999	0.053946561500000004	0.0	-5.6778e-05	0.0186446	-0.0166179	-0.000190811	-0.000456561	-3.98653e-05
1046.1693647326126	922.96347599012	895.7952481920372	1.175095	26.760889	0.07213601699999998	-0.0216187275	0.013466108700000002	-0.0871180609	-0.0803513077	0.0380321442	0.0204031448	-0.041989913200000006	0.018860026499999998	-0.0655973403	0.07566644019999999	0.0266867496	-0.0425573918	0.0689485914	0.06852837440000001	0.0678299089	0.0668560307	0.0656106942	0.0640989559	0.062326954000000004	0.0603018834	0.058031966500000004	0.055526420099999994	0.0527954174	0.049850047300000006	0.0	-0.00719193	0.0286739	-0.00275688	-0.000836248	-0.000405509	8.58566e-05
1047.6967072788816	922.657867014912	895.1071904382379	1.041078	23.708878	0.04299075	-0.0410489964	-0.036487092	-0.0571146763	-0.0357238745	-0.022707167599999998	0.032558387200000004	-0.026671326800000002	0.072650783	-0.0398383412	0.0173737868	-0.0047824605	-0.0406355517	0.068913662	0.06838897570000001	0.0675174556	0.0663035216	0.06475333030000001	0.0628747432	0.0606772878	0.058172108300000004	0.05537190980000001	0.0522908933	0.0489446843	0.045350253	0.0	-0.00490094	0.00421559	-0.00475036	-0.0008489059999999999	-0.000405509	0.000358158
1044.1114456697862	922.5003708725417	894.7026050644131	1.070673	24.38286	0.06142037	-0.0524112882	-0.0464146233	0.0127389819	-0.0814687358	0.04840181650000001	-0.0614116385	-0.0416779667	0.053383476500000006	0.0459457914	0.028546557599999998	0.0387929826	-0.0175113705	0.0688748584	0.0682341986	0.0671708428	0.0656913783	0.06380497019999999	0.0615233042	0.0588605147	0.0558330973	0.052459806100000006	0.048761537800000004	0.0447612025	0.0404835813	0.0	-0.00487497	0.0338479	0.00509593	-0.00110199	-0.000405509	0.000172926
